run_index,session,patient,model,label,folds,mean_bal_acc,std_bal_acc
20260629_112944,all_days,sub2_yjkim,eegnet,0,5,0.8525526642799377,0.0257152595397368
20260629_112944,all_days,sub2_yjkim,eegnet,1_vs_3,5,0.9230609178543091,0.026148657622003895
20260629_112944,all_days,sub2_yjkim,eegnet,2,5,0.8524805307388306,0.023394197015335294
