run_index,session,patient,model,label,folds,mean_bal_acc,std_bal_acc
20260629_142649,all_days,sub1_hjlee,eegnet,0,5,0.5493749976158142,0.05311785700560663
20260629_142649,all_days,sub1_hjlee,eegnet,1_vs_3,5,0.5241666555404663,0.04568157118901814
20260629_142649,all_days,sub1_hjlee,eegnet,2,5,0.5510416805744172,0.042828849205205584
