run_index,session,patient,model,label,folds,mean_bal_acc,std_bal_acc
20260630_091723,all_days,sub1_hjlee,eegnet,0,5,0.5258333444595337,0.025951921372915698
20260630_091723,all_days,sub1_hjlee,eegnet,1_vs_3,5,0.5225000023841858,0.02835170721589868
20260630_091723,all_days,sub1_hjlee,eegnet,2,5,0.5166666626930236,0.012926762273358768
