Training configuration
  config=./train_config_v2.json
  data_dir=./data/processed/260602_sub1_hjlee_raw
  input_file=X_eeg_raw.npy
  checkpoint_root=./checkpoints_eegnet_randomsplit
  epochs=100
  batch_size=16
  lr=0.0001
  weight_decay=0.0001
  patience=100
  seed=42
  val_test_ratio=0.2
  weighted_sampler=True
  run_window_diagnostic=False
  window_size=256
  window_stride=128
  balance_rest_to_target=False
  run_5fold_cross_validation=True
  selection_metric=balanced_loss

Loading X_eeg_raw.npy...
Device: cuda | X: (500, 64, 4000) | run: ./checkpoints_eegnet_randomsplit/20260625_142158
Data split: train=300 val=100 test=100
Original label distribution:
  train: label0=60 label1=60 label2=60 label3=60 label4=60 total=300
  val:   label0=20 label1=20 label2=20 label3=20 label4=20 total=100
  test:  label0=20 label1=20 label2=20 label3=20 label4=20 total=100

=== 5-fold cross-validation ===

--- fold 1/5: train=300 val=100 test=100 ---
fold=1 label=0
fold=1 label=1_vs_3 | epoch 040 | train loss: 0.6752 bal_acc: 0.63 acc: 0.61 | val loss: 0.6714 bal_loss: 0.6714 bal_acc: 0.55 acc: 0.55
fold=1 label=1_vs_3 | epoch 050 | train loss: 0.6331 bal_acc: 0.70 acc: 0.70 | val loss: 0.6682 bal_loss: 0.6682 bal_acc: 0.55 acc: 0.55
fold=1 label=1_vs_3 | epoch 060 | train loss: 0.6390 bal_acc: 0.66 acc: 0.66 | val loss: 0.6642 bal_loss: 0.6642 bal_acc: 0.57 acc: 0.57
fold=1 label=1_vs_3 | epoch 070 | train loss: 0.5872 bal_acc: 0.72 acc: 0.73 | val loss: 0.6653 bal_loss: 0.6653 bal_acc: 0.60 acc: 0.60
fold=1 label=1_vs_3 | epoch 080 | train loss: 0.6150 bal_acc: 0.66 acc: 0.65 | val loss: 0.6592 bal_loss: 0.6592 bal_acc: 0.62 acc: 0.62
fold=1 label=1_vs_3 | epoch 090 | train loss: 0.5796 bal_acc: 0.75 acc: 0.76 | val loss: 0.6806 bal_loss: 0.6806 bal_acc: 0.65 acc: 0.65
fold=1 label=1_vs_3 | epoch 100 | train loss: 0.5671 bal_acc: 0.70 acc: 0.70 | val loss: 0.6801 bal_loss: 0.6801 bal_acc: 0.65 acc: 0.65

--- fold 2/5: train=300 val=100 test=100 ---
fold=2 label=0
fold=2 label=0 | epoch 001 | train loss: 0.6969 bal_acc: 0.50 acc: 0.50 | val loss: 0.6594 bal_loss: 0.7037 bal_acc: 0.50 acc: 0.80
